,name,category,category_title,rating,price,review_count,display_address,address1,address2,address3,city,latitude,longitude,zip code,restaurant_id,price_integer
0,Tortas Frontera,mexican,Mexican,4,$$,1395,"['Terminal 3 - Gate K4', ""10000 W O'Hare Ave"", 'Terminal 3 Concourse K Gate K4', 'Chicago, IL 60666']",Terminal 3 - Gate K4,10000 W O'Hare Ave,Terminal 3 Concourse K Gate K4,Chicago,41.975438,-87.900137,60666,1zZvM7Zy__Oh533E4bt6_A,2
1,Farmer's Fridge,salad,Salad,4.5,$,62,"['10000 Ohare Way', 'Terminal 3 Gate K6', 'Chicago, IL 60666']",10000 Ohare Way,,Terminal 3 Gate K6,Chicago,41.97523427,-87.89871916,60666,4xQv1b1IFRsAWZu7yVLFrQ,1
2,Tortas Frontera,mexican,Mexican,4,$$,1321,"[""10000 W O'Hare Ave"", 'Terminal 1 - Gate B11', 'Chicago, IL 60666']",10000 W O'Hare Ave,,Terminal 1 - Gate B11,Chicago,41.98002633,-87.90667938,60666,0k018u1PAtfmkNRYk04yCQ,2
3,Gaslight Club,newamerican,American (New),3.5,$$$,99,"[""Chicago O'Hare International Airport"", ""O'Hare Hilton Hotel - Lobby Level"", 'Chicago, IL 60666']",Chicago O'Hare International Airport,,O'Hare Hilton Hotel - Lobby Level,Chicago,41.97796482,-87.9051733,60666,MywzBEKWjmt0bcNajKt8yw,3
4,Big Bowl,chinese,Chinese,2,$$,36,"[""10000 West O'hare Ave"", 'Terminal 5; Gate M7', 'Chicago, IL 60666']",10000 West O'hare Ave,,Terminal 5; Gate M7,Chicago,41.97510276,-87.89135034,60666,6VZwwWxBmxMsKd10AIOjxg,2
5,Tortas Frontera,mexican,Mexican,3,$$,103,"['Terminal 5 Concourse M Gate M12', ""10000 W O'Hare Ave"", 'Chicago, IL 60666']",Terminal 5 Concourse M Gate M12,10000 W O'Hare Ave,,Chicago,41.9742709,-87.89081108,60666,1q2o-gHLuFaOEa8F8UrCQw,2
6,Publican Tavern,pubs,Pubs,3.5,$$,425,"['Terminal 3 - Gate K1', ""10000 W O'Hare Ave"", 'Councourse K', 'Chicago, IL 60666']",Terminal 3 - Gate K1,10000 W O'Hare Ave,Councourse K,Chicago,41.976665,-87.90094481,60666,XnRP12wPi3bd9PbAYZpH3g,2
7,Wow Bao,chinese,Chinese,2,$,86,"[""10000 W O'Hare Ave"", 'Terminal 5', 'Chicago, IL 60666']",10000 W O'Hare Ave,,Terminal 5,Chicago,41.9743457,-87.8910776,60666,#NAME?,1
8,Hub 51,desserts,Desserts,2.5,$$,62,"[""10000 W O'Hare Ave"", 'Terminal 5', 'Chicago, IL 60666']",10000 W O'Hare Ave,,Terminal 5,Chicago,41.9743173,-87.8907661,60666,6ETGudXoZ9BYXssyiwjArA,2
9,Wicker Park,sushi,Sushi Bars,3.5,$$,104,"['29-99 Upper Level T1 St', ""O'Hare International Airport"", 'Chicago, IL 60666']",29-99 Upper Level T1 St,,O'Hare International Airport,Chicago,41.9768477,-87.90603831,60666,teNhRku3eik7FXeQK3IG9g,2
10,Skybridge Restaurant & Bar,greek,Greek,3.5,$$,103,"[""Chicago O'Hare International Airport"", 'Terminal 2, Concourse F', 'Chicago, IL 60666']",Chicago O'Hare International Airport,,"Terminal 2, Concourse F",Chicago,41.97365455,-87.90606551,60666,E4fKq5VSkP6r8Ide_aWYug,2
11,Wicker Park Sushi,sushi,Sushi Bars,3,$$,421,"[""10000 W O'Hare Ave"", ""Chicago O'Hare International Airport - Terminal 2"", 'Chicago, IL 60666']",10000 W O'Hare Ave,,Chicago O'Hare International Airport - Terminal 2,Chicago,41.977032,-87.906225,60666,0qg7WU44WYn3dTkXSkRg8w,2
12,Tocco,italian,Italian,2,$$,43,"['Terminal 5', ""O'Hare International Airport"", ""O'Hare, IL 60666""]",Terminal 5,,O'Hare International Airport,O'Hare,41.97515325,-87.89155302,60666,wobaKGPkFxRgwmtImAf5Qw,2
13,Metropolis Coffee Company and Goddess and Grocer,desserts,Desserts,3.5,$$,26,"['Terminal 5', ""Chicago O'Hare International Airport"", ""AMF O'hare, IL 60666""]",Terminal 5,,Chicago O'Hare International Airport,AMF O'hare,41.97649326,-87.88963962,60666,Zn0QfV4bUFNYpGZPCWROXg,2
14,Farmer's Fridge,salad,Salad,5,,4,"[""10000 W O'Hare Ave"", 'Terminal 2 Gate F6', ""O'Hare International Airport"", 'Chicago, IL 60666']",10000 W O'Hare Ave,Terminal 2 Gate F6,O'Hare International Airport,Chicago,41.97443872,-87.90597503,60666,VvTN4odPGQgELSO_fjtDUQ,
15,Summer House,burgers,Burgers,3,$$,224,"['Terminal 2 - Main Hall', ""10000 W O'Hare Ave"", ""O'hare International Airport"", 'Chicago, IL 60666']",Terminal 2 - Main Hall,10000 W O'Hare Ave,O'hare International Airport,Chicago,41.97640223,-87.90607972,60666,FacbmMkN1GGLhDO9l4E7fw,2
16,Goose Island Brewpub,newamerican,American (New),2,$$,314,"['Terminal 3 - Gate L10', ""10000 W O'Hare Ave"", 'Terminal 3', 'Chicago, IL 60666']",Terminal 3 - Gate L10,10000 W O'Hare Ave,Terminal 3,Chicago,41.97680154,-87.89719484,60666,G9M6K5g7MG14PqcrUFaa8w,2
17,Tuscany,italian,Italian,3,$$$,26,"['5600 Mannheim Rd', 'Chicago, IL 60666']",5600 Mannheim Rd,,,Chicago,41.981287,-87.906044,60666,a5yg5uTUMiVb6vP1PbfaEw,3
18,Wolfgang Puck Express,tradamerican,American (Traditional),2.5,$$,264,"[""10000 W O'Hare Ave"", 'Terminal 3, Gate K12', 'Chicago, IL 60666']",10000 W O'Hare Ave,,"Terminal 3, Gate K12",Chicago,41.980183,-87.886334,60666,vpwzvUl4Jgjrce_PHyPDSg,2
19,Romano's Macaroni Grill,italian,Italian,2.5,$$,335,"[""O'Hare International Airport"", 'Chicago, IL 60666']",O'Hare International Airport,,,Chicago,41.97761,-87.9041058,60666,ZtyubR1g94lRXovErt4FBw,2
20,Wolfgang Puck Restaurant,newamerican,American (New),3,$$,38,"['10000 Bessie Coleman Dr', 'Chicago, IL 60666']",10000 Bessie Coleman Dr,,,Chicago,41.97705797,-87.90718121,60666,kegxGw-umPwaR4QJgc1gbg,2
21,Stefani's Tuscany Café,italian,Italian,2.5,$$,320,"['10000 Bessie Coleman Dr', ""O'Hare International Airport"", 'Chicago, IL 60666']",10000 Bessie Coleman Dr,,O'Hare International Airport,Chicago,41.981285,-87.906054,60666,BrKl0XhF3IpCWq34Om_sgg,2
22,La Tapenade Mediterranean Cafe,sandwiches,Sandwiches,2.5,$$,146,"['10000 W Ohare Ave', 'Terminal 2, Concourse F, Gate F-20', 'Chicago, IL 60666']",10000 W Ohare Ave,"Terminal 2, Concourse F, Gate F-20",,Chicago,41.974541,-87.890898,60666,daDClDC-1WozJbuQ6pYPiQ,2
23,The Goddess And Grocer,coffee,Coffee & Tea,3,,10,"[""10000 W O'Hare Ave"", 'Terminal 5', 'Chicago, IL 60666']",10000 W O'Hare Ave,,Terminal 5,Chicago,41.97487012,-87.89043289,60666,0ZNrqx3LlihmLvhHNCUIRQ,
24,Urban Olive,mideastern,Middle Eastern,2,$$,25,"['International Airport Terminal 5 Concourse M Gate M10', ""O'Hare, IL 60666""]",International Airport Terminal 5 Concourse M Gate M10,,,O'Hare,41.97446016,-87.89056771,60666,KtCz4e4q8YIfZta4nuDNFA,2
25,Andiamo Restaurant,newamerican,American (New),2.5,$$,78,"[""Hilton Chicago O'Hare Airport"", ""O'Hare Airport"", 'Chicago, IL 60666']",Hilton Chicago O'Hare Airport,,O'Hare Airport,Chicago,41.9775959,-87.9041058,60666,64pHK6QxuX7GZqEpD1JNyQ,2
26,McDonald's,coffee,Coffee & Tea,1.5,$,15,"[""10000 W O'hare Ave"", 'Terminal 5 Arrivals', 'Chicago, IL 60666']",10000 W O'hare Ave,Terminal 5 Arrivals,,Chicago,41.974478,-87.890465,60666,IrteSpvWLfXvICFcn0g-CQ,1
27,Manchu Wok,chinese,Chinese,1.5,$,200,"[""10000 W O'Hare Ave"", ""O'hare International Airport - Terminal 3"", 'Chicago, IL 60666']",10000 W O'Hare Ave,,O'hare International Airport - Terminal 3,Chicago,41.97500113,-87.90017813,60666,3vAEow7Dr8q_F2muTXyKfQ,1
28,Gold Coast Dogs,hotdog,Hot Dogs,3,$,159,"[""O'Hare International Airport Concourse L"", ""10000 W O'Hare"", 'Chicago, IL 60666']",O'Hare International Airport Concourse L,,10000 W O'Hare,Chicago,41.97703962,-87.8981781,60666,qVuyr2SVGv9ojTR_qXAl6w,1
29,Farmer's Fridge,salad,Salad,5,,4,"[""10000 W O'Hare Ave"", 'Chicago, IL 60666']",10000 W O'Hare Ave,,,Chicago,41.96432495,-87.90923309,60666,Cs6s_KIrc2j_rTy3QZ1-vg,
30,Romano's Macaroni Grill,italian,Italian,2.5,$$,66,"['5600 Mannheim Rd', 'Chicago, IL 60666']",5600 Mannheim Rd,,,Chicago,41.9757156,-87.90055989,60666,3QC_6OcT-f-l-nI19Iu26g,2
31,Bubbles,wine_bars,Wine Bars,3.5,$$,77,"['Terminal 3 Concourse H Gate H3', ""10000 W O'Hare Ave"", 'Chicago, IL 60666']",Terminal 3 Concourse H Gate H3,10000 W O'Hare Ave,,Chicago,41.9790169,-87.9065695,60666,3iuBKd381AYd6AnA2u1PDA,2
32,Stanley's Blackhawk,tradamerican,American (Traditional),2,$$,210,"['Terminal 2 - Gate E5', ""10000 W O'Hare Ave"", ""10000 W O'Hare"", 'Chicago, IL 60666']",Terminal 2 - Gate E5,10000 W O'Hare Ave,10000 W O'Hare,Chicago,41.97526853,-87.90650712,60666,HKtpkceyI9jEsoT2zQ1Jcw,2
33,Reggio's Pizza,pizza,Pizza,3,$,43,"[""10000 W O'Hare Ave"", 'Gate G8', 'Terminal 3, G Concourse', 'Chicago, IL 60666']",10000 W O'Hare Ave,Gate G8,"Terminal 3, G Concourse",Chicago,41.9775031,-87.9040579,60666,W13AhLsB0UHO_DxXpgm_dA,1
34,Stanley's Kitchen and Tap,newamerican,American (New),2,$$,94,"[""O'Hare Airport"", 'Terminal 2 Gate E3', 'Chicago, IL 60666']",O'Hare Airport,,Terminal 2 Gate E3,Chicago,41.97529707,-87.906446,60666,cngYxI6rewVIjTpbROnu2w,2
35,Uno Chicago Grill,pizza,Pizza,2,$$,68,"[""O'Hare International Airport"", ""10000 W O'Hare"", 'Chicago, IL 60666']",O'Hare International Airport,,10000 W O'Hare,Chicago,41.97536033,-87.90312435,60666,JWubDdy3DcvpwQ1vZM919w,2
36,Sports Edition Bar,tradamerican,American (Traditional),2.5,$$,40,"[""Hilton Chicago O'Hare Airport"", 'Chicago, IL 60666']",Hilton Chicago O'Hare Airport,,,Chicago,41.977766,-87.904017,60666,cPN3pYR3hxV9ooj7x-ED5g,2
37,O'Brien's Restaurant and Bar,sandwiches,Sandwiches,3,$$,109,"['10000 Bessie Coleman Dr', 'Concourse H, Gate H5', 'Terminal 3', ""O'Hare, IL 60666""]",10000 Bessie Coleman Dr,"Concourse H, Gate H5",Terminal 3,O'Hare,41.97461156,-87.90050249,60666,#NAME?,2
38,Auntie Anne's,pretzels,Pretzels,5,,1,"['11601 W Touhy Ave', 'O-Hare Airport, Terminal 2 -Ef Concourse', 'Chicago, IL 60666']",11601 W Touhy Ave,"O-Hare Airport, Terminal 2 -Ef Concourse",,Chicago,41.97652892,-87.90501072,60666,mgfzKW2L04mv4qVFyoRcog,
39,Chili's too,tradamerican,American (Traditional),2,$$,197,"[""O'Hare International Airport Terminal 3"", 'Chicago, IL 60666']",O'Hare International Airport Terminal 3,,,Chicago,41.97617023,-87.90114999,60666,vyLY4Q2mKPDLQc0UKTtSWw,2
40,Cubs Bar & Grill,tradamerican,American (Traditional),2,$$,312,"[""10000 W O'hare Ave"", 'Terminal 3', 'Chicago, IL 60666']",10000 W O'hare Ave,,Terminal 3,Chicago,41.97533626,-87.90320198,60666,16tZXxpVJre8Y6wQkDlPNg,2
41,Ice,beer_and_wine,"Beer, Wine & Spirits",3,$$,119,"['99 Upper Level T3 St', 'Chicago, IL 60666']",99 Upper Level T3 St,,,Chicago,41.97722887,-87.89829295,60666,5ANFDlB3NE0jkfjnPi6Ohg,2
42,Hot Dog Express,hotdog,Hot Dogs,2.5,$,14,"[""10000 W O'Hare"", 'Chicago, IL 60666']",10000 W O'Hare,,,Chicago,41.977515,-87.880959,60666,bs_6AGdU4kcSys-2qBzGfA,1
43,Wolfgang Puck Express,newamerican,American (New),2.5,$$,165,"['1-99 Upper Level T1 St', 'Terminal 1, Gate B7', 'Chicago, IL 60666']",1-99 Upper Level T1 St,"Terminal 1, Gate B7",,Chicago,41.97832373,-87.90694356,60666,JkpwkkpPAxsKSpHSIf_D9Q,2
44,Saladworks,vegetarian,Vegetarian,2.5,$$,57,"[""10000 W O'hare Ave"", ""O'hare Venture"", 'Chicago, IL 60666']",10000 W O'hare Ave,,O'hare Venture,Chicago,41.974499,-87.890683,60666,eRH2v27E6JaJHLNIUFH2_w,2
45,Burger Federation,burgers,Burgers,3,$$,37,"['Concourse L', 'Gate L21', 'Chicago, IL 60666']",Concourse L,Gate L21,,Chicago,41.9741625,-87.9073214,60666,GbSFvVMGt6C-JTB_dRojFw,2
46,Chili's Grill & Bar,bars,Bars,2,$$,160,"[""O'Hare International Airport Terminal B"", ""10000 W O'Hare"", 'Chicago, IL 60666']",O'Hare International Airport Terminal B,,10000 W O'Hare,Chicago,41.98095569,-87.90640712,60666,iuQDnC2gK5-yW1Hn_lZkBA,2
47,McDonald's,coffee,Coffee & Tea,1.5,$,14,"[""10000 W O'hare Ave"", 'Terminal 3 Concourse L', 'Chicago, IL 60666']",10000 W O'hare Ave,Terminal 3 Concourse L,,Chicago,41.977112,-87.898408,60666,D3c69FhQTj4kQgAlCes7bQ,1
48,Goose Island Brewpub,newamerican,American (New),1.5,$$$,34,"['Terminal 1 - Gate B1', ""10000 W O'Hare Ave"", 'Terminal 1, Concourse C, Gate C-10', 'Chicago, IL 60666']",Terminal 1 - Gate B1,10000 W O'Hare Ave,"Terminal 1, Concourse C, Gate C-10",Chicago,41.97708329,-87.90718147,60666,yM3Z2cnmZNh6-UmqFlEHmg,3
49,Chili's,bars,Bars,2,$$,158,"['Terminal 2 - Gate F8', ""10000 W O'Hare Ave"", ""10000 W O'Hare"", 'Chicago, IL 60666']",Terminal 2 - Gate F8,10000 W O'Hare Ave,10000 W O'Hare,Chicago,41.97491399,-87.90604234,60666,wZXtPTfSWvT28zA9D4Zo_A,2
50,Reggio's Pizza Express - O'Hare Airport,pizza,Pizza,2.5,$$,215,"[""10000 W O'Hare Ave"", 'Terminal 1, Gate C18 - Food Ct', 'Chicago, IL 60666']",10000 W O'Hare Ave,,"Terminal 1, Gate C18 - Food Ct",Chicago,41.97494945,-87.90002793,60666,jd7xdkojkjFG4YySFDHjjA,2
51,Cubs Bar and Grill,bars,Bars,2,$$,37,"['5600 N Mannheim Rd', 'Chicago, IL 60666']",5600 N Mannheim Rd,,,Chicago,41.975416,-87.903098,60666,eVeWWW9Z-VmiyP1LxTkElg,2
52,Reggio's Chicago Style Pizzeria,pizza,Pizza,2,$$,29,"[""10000 W O'Hare Ave"", 'Terminal 1 - Gate C22', 'Chicago, IL 60666']",10000 W O'Hare Ave,,Terminal 1 - Gate C22,Chicago,41.9775031,-87.9040579,60666,LqXu45TTNT5oDF3ya7gZhA,2
53,Chili's,bars,Bars,2,$$,26,"['10000 Bessie Coleman Dr', 'Term 1 Bldg 6', 'Chicago, IL 60666']",10000 Bessie Coleman Dr,Term 1 Bldg 6,,Chicago,41.98041715,-87.88558951,60666,PIsK1TbMBkSlKyPfbGCAoA,2
54,Prairie Tap,tradamerican,American (Traditional),2,$$$$,8,"[""10000 W O'Hare Ave"", 'Terminal 3', 'Chicago, IL 60666']",10000 W O'Hare Ave,,Terminal 3,Chicago,41.975226,-87.899863,60666,vYdpQNLEN6OBJG4beWe4Pg,4
55,Chili's Grill & Bar,bars,Bars,2,$$,54,"['1-9 Upper Level T1 St', 'Chicago, IL 60666']",1-9 Upper Level T1 St,,,Chicago,41.98060966,-87.90633936,60666,6EAXz6WWnWhF9qMhef5z_w,2
56,Gold Coast Dogs,hotdogs,Fast Food,3,$,23,"[""O'Hare International Airport International Concourse L"", ""10000 W O'Hare"", 'Chicago, IL 60666']",O'Hare International Airport International Concourse L,,10000 W O'Hare,Chicago,41.974306,-87.907268,60666,yNO6KtKrTfZCCyxIpr8Acg,1
57,Auntie Anne's Pretzels,pretzels,Pretzels,3,,1,"[""10000W O'Hare"", 'Terminal 1, C Concourse', 'Chicago, IL 60666']",10000W O'Hare,"Terminal 1, C Concourse",,Chicago,41.97752107,-87.88096528,60666,WzuXeBjIJO_f1SxW5LLnpw,
58,Chili's,bars,Bars,2,$$,84,"['5600 Mannheim Rd', ""O'Hare International Airport"", 'Chicago, IL 60686']",5600 Mannheim Rd,,O'Hare International Airport,Chicago,41.976317,-87.901556,60686,7sUk_9eRgc2p3Tba_UKyRA,2
59,Andiamo,italian,Italian,3,,1,"['11601 W Touhy Ave', 'Chicago, IL 60666']",11601 W Touhy Ave,,,Chicago,41.977487,-87.904079,60666,G3glYPhDL5n8y7OBgFDOow,
60,McDonald's,coffee,Coffee & Tea,2.5,$,23,"[""10000 W O'hare Ave"", 'Terminal 3 Conc H/K Apex', 'Chicago, IL 60666']",10000 W O'hare Ave,Terminal 3 Conc H/K Apex,,Chicago,41.975329,-87.900247,60666,#NAME?,1
61,McDonald's,coffee,Coffee & Tea,3,$,8,"[""10000 W O'hare Ave"", 'Terminal 3, Concourse H', 'Chicago, IL 60666']",10000 W O'hare Ave,"Terminal 3, Concourse H",,Chicago,41.973989,-87.900519,60666,tz_eiU9GpGT1Kz-svluC5A,1
62,McDonald's,coffee,Coffee & Tea,3,$,20,"[""10000 W O'hare Ave"", 'Terminal 1 Concourse B', 'Chicago, IL 60666']",10000 W O'hare Ave,Terminal 1 Concourse B,,Chicago,41.98013,-87.906462,60666,4G_XV8O18f-bgC4F2OtXXQ,1
63,Skyscrapers,hotdog,Hot Dogs,2.5,$,26,"[""10000 W O'Hare"", 'Terminal 3', 'Chicago, IL 60666']",10000 W O'Hare,,Terminal 3,Chicago,41.974797,-87.89838,60666,DYhPMtCuxMhLlTiuK1rbpw,1
64,Chili's,bars,Bars,2,$$,20,"[""10000 W O'Hare Ave"", 'Terminal 1 - Gate B14', 'Chicago, IL 60666']",10000 W O'Hare Ave,,Terminal 1 - Gate B14,Chicago,41.9790169,-87.9065695,60666,ySoeHsEKTO8cWJpjABTRyQ,2
65,Prairie Tap,delis,Delis,2.5,$$,49,"['3200 E Airfield Dr', 'Terminal 3', 'Gate K4', 'Urbana, IL 60686']",3200 E Airfield Dr,Terminal 3,Gate K4,Urbana,41.975214,-87.899853,60686,xeG0v0TeunN5m13AeOJDhA,2
66,Sky Scrapers,tradamerican,American (Traditional),2,,2,"['10000 Bessie Coleman Dr', 'Chicago, IL 60666']",10000 Bessie Coleman Dr,,,Chicago,41.974801,-87.898382,60666,WvJBmTzSz-eeAJKtc9R12w,
67,RJ Grunts,sandwiches,Sandwiches,2,$$,66,"[""10000 West O'Hare Ave"", ""Chicago O'Hare International Airport"", 'Chicago, IL 60666']",10000 West O'Hare Ave,,Chicago O'Hare International Airport,Chicago,41.97397107,-87.90727848,60666,RdzCwWzRRB6X5JOQ8m_B0Q,2
68,Jamba,juicebars,Juice Bars & Smoothies,3,$$,40,"[""10000 West O'Hare"", 'Terminal 1, b.u. 93C (Gate B-7)', 'Chicago, IL 60666']",10000 West O'Hare,,"Terminal 1, b.u. 93C (Gate B-7)",Chicago,41.978279,-87.906789,60666,#NAME?,2
69,Skybridge Bar & Grill,tradamerican,American (Traditional),3,,2,"['5600 Mannheim Rd', ""O'Hare International Airport"", 'Chicago, IL 60666']",5600 Mannheim Rd,,O'Hare International Airport,Chicago,41.973965,-87.905994,60666,J9s3rxtOU4dAs-shLB6MSw,
70,Chilli's Grill & Bar,bars,Bars,2.5,$$,17,"['1-99 Departures', 'Chicago, IL 60666']",1-99 Departures,,,Chicago,41.97569867,-87.90616967,60666,78laDE8BoFi8jaH4uWc0TQ,2
71,B Smooth,juicebars,Juice Bars & Smoothies,2.5,$,58,"['Chicago International Airport', 'Chicago, IL 60666']",Chicago International Airport,,,Chicago,41.97546187,-87.90028256,60666,EVQwhsy2fru73cJAQgzIJw,1
72,Great American Bagel,delis,Delis,2.5,$,121,"[""O'Hare Airport Terminal 3"", 'Ste H10', 'Chicago, IL 60666']",O'Hare Airport Terminal 3,Ste H10,,Chicago,41.97399647,-87.90046832,60666,adRZKeToIZbzUFqUaJMEPA,1
73,Caffe Mercato,breakfast_brunch,Breakfast & Brunch,3.5,,11,"[""Hilton Chicago O'Hare Airport"", 'Chicago, IL 60666']",Hilton Chicago O'Hare Airport,,,Chicago,41.97896957,-87.90240479,60666,OToaVgtnP2Nyxi7RRJJLRA,
74,Subway,sandwiches,Sandwiches,2.5,$,10,"['Rotunda Bldg Terminal 3', 'Terminal 3', 'Chicago, IL 60666']",Rotunda Bldg Terminal 3,Terminal 3,,Chicago,41.9754177,-87.9032544,60666,JWrvP3fuz2Ai9W0uEWYLdA,1
75,McDonald's,coffee,Coffee & Tea,2,$,59,"[""10000 W O'hare Ave"", 'Terminal 2, Concourse E-F', 'Chicago, IL 60666']",10000 W O'hare Ave,"Terminal 2, Concourse E-F",,Chicago,41.975317,-87.906178,60666,ZZ4SuJ-2mUGF9wSUWhjaJA,1
76,Connect to Chicago,hotdogs,Fast Food,3,,2,"['OHare Terminal F Gate 1/3', 'Chicago, IL 60666']",OHare Terminal F Gate 1/3,,,Chicago,41.9765095,-87.9050133,60666,#NAME?,
77,Gold Coast Dogs - Concourse G,hotdog,Hot Dogs,3,$,11,"[""O'Hare International Airport"", 'Terminal 3', 'Chicago, IL 60666']",O'Hare International Airport,,Terminal 3,Chicago,41.977095,-87.898272,60666,sE8a5S2SpndJ1oBYwCVEbQ,1
78,Great American Bagel,sandwiches,Sandwiches,3.5,,10,"['Chicago Ohare Intrnl Airport', 'Chicago, IL 60666']",Chicago Ohare Intrnl Airport,,,Chicago,41.96883921,-87.90093987,60666,XTzlraLvVPGiQ35Uz2easw,
79,Ciao Gourmet Market,sandwiches,Sandwiches,2.5,$$,12,"[""O'Hare International Airport Terminal 1 Concourse C"", ""10000 West O'Hare"", 'Chicago, IL 60666']",O'Hare International Airport Terminal 1 Concourse C,,10000 West O'Hare,Chicago,41.97927285,-87.90251255,60666,RSGFj6qNdB63_SN00Fhogw,2
80,Fox Sports Bar and Grill,tradamerican,American (Traditional),2,$$,7,"[""10000 W O'Hare Ave"", 'E Gates', 'Chicago, IL 60686']",10000 W O'Hare Ave,,E Gates,Chicago,41.975087,-87.906772,60686,sNeY1vBm6mR9Ddf_mRIvgA,2
81,McDonald's,coffee,Coffee & Tea,2.5,$,10,"[""10000 W O'hare Ave"", 'Terminal 3 Concourse K', 'Chicago, IL 60666']",10000 W O'hare Ave,Terminal 3 Concourse K,,Chicago,41.974841,-87.89852,60666,rxkDWr1nVE2K5gaCJYFSZw,1
82,The Great American Bagel,bagels,Bagels,1.5,$$$,20,"['Ohare International Airport', 'Circular Blvd, Terminal 1', 'Chicago, IL 60666']",Ohare International Airport,,"Circular Blvd, Terminal 1",Chicago,41.976449,-87.90507,60666,Yoiao9h8BRaDx0tAjHKwPg,3
83,Windy City Carvers,sandwiches,Sandwiches,2,$,4,"[""10000 W O'Hare Ave"", 'Chicago, IL 60666']",10000 W O'Hare Ave,,,Chicago,41.97802734,-87.90635681,60666,HzI2tlPNGTW7GIOcHr764A,1
84,Cafe Zoot,sandwiches,Sandwiches,2.5,$,94,"[""O'Hare International Airport"", ""10000 West O'Hare, Terminal 1, Gate C19"", 'Chicago, IL 60666']",O'Hare International Airport,,"10000 West O'Hare, Terminal 1, Gate C19",Chicago,41.976114,-87.905048,60666,Hun1oNOaP1xOwQBzPEJ7Cg,1
85,Quiznos,hotdogs,Fast Food,1.5,$,11,"[""O'Hare International Airport"", 'Chicago, IL 60666']",O'Hare International Airport,,,Chicago,41.974332,-87.907312,60666,XrUrXv9WgZ50nF2gj1HyVw,1
86,Lincoln Korean Restaurant,restaurants,Restaurants,1,,1,"['5501 N Lincoln Ave', 'Chicago, IL 60625']",5501 N Lincoln Ave,,,Chicago,41.98147202,-87.69252014,60625,5wYCxknBNtYG3a1RJnSsmw,
87,Latin Vegan,fooddeliveryservices,Food Delivery Services,2,,1,"['Chicago, IL 60625']",,,,Chicago,41.96888733,-87.69868469,60625,tux_lk5V2Q3_a2Uf7VLkCA,
88,Flamin' Wood Fire Pies,fooddeliveryservices,Food Delivery Services,3,,1,"['Chicago, IL 60625']",,,,Chicago,41.96888733,-87.69868469,60625,c1hG_1ZFDamIS3XdjuroYw,
89,Taco & Burrito House,mexican,Mexican,3.5,$,170,"['3038 N Broadway St', 'Chicago, IL 60657']",3038 N Broadway St,,,Chicago,41.93766475,-87.64450396,60657,SKkd8jbEjASA_ns2U09NAQ,1
90,Select Cut Steak House,steak,Steakhouses,3.5,$$$,227,"['2808 N Halsted St', 'Chicago, IL 60657']",2808 N Halsted St,,,Chicago,41.932973,-87.649073,60657,ceTrCRZ1Ah1xhzJkLPBYVw,3
91,Bagel Restaurant & Deli,delis,Delis,3.5,$$,538,"['3107 N Broadway St', 'Chicago, IL 60657']",3107 N Broadway St,,,Chicago,41.937969,-87.643983,60657,nVFHTcIAhi5psUnRy3bCZQ,2
92,Yellowtail Sushi Bar and Asian Kitchen,sushi,Sushi Bars,4,$$,346,"['3136 N Broadway St', 'Chicago, IL 60657']",3136 N Broadway St,,,Chicago,41.9388197,-87.6444487,60657,fA2H14Jj4j2YB4uXGsnVag,2
93,Hashi Sushi,sushi,Sushi Bars,4.5,,37,"['2835 N Broadway St', 'Chicago, IL 60614']",2835 N Broadway St,,,Chicago,41.93381,-87.6443,60614,gOPMsABNWyW40JzckUuIPg,
94,Deli & More,delis,Delis,4,$$,10,"['330 W Diversey Pkwy', 'Chicago, IL 60657']",330 W Diversey Pkwy,,,Chicago,41.93332672,-87.63861847,60657,YHToK3BYKGJudH_UNUCeVw,2
95,Parrots Bar & Grill,bars,Bars,4,$,70,"['754 W Wellington Ave', 'Chicago, IL 60657']",754 W Wellington Ave,,,Chicago,41.93651042,-87.64891251,60657,njxGxEBvOz3KasdpYeB9RA,1
96,The River Kitchen and Bar,newamerican,American (New),3.5,,133,"['2909 N Sheffield Ave', 'Chicago, IL 60657']",2909 N Sheffield Ave,,,Chicago,41.9346878,-87.6537551,60657,lCj1Cmxkbg2sSVbyl8f4pQ,
97,Wow Bao,chinese,Chinese,3,$,141,"['2806 N Clark St', 'Chicago, IL 60657']",2806 N Clark St,,,Chicago,41.93300494,-87.64515195,60657,WZ7qwg6yZ6WIsPd-DF2ZlQ,1
98,Pockets,sandwiches,Sandwiches,3,$,86,"['3001 N Lincoln Ave', 'Chicago, IL 60657']",3001 N Lincoln Ave,,,Chicago,41.93739936,-87.66342311,60657,Azn5zAYCfSIt-_rvqlCQ9Q,1
99,Original Pancake House,breakfast_brunch,Breakfast & Brunch,3.5,$$,239,"['616 W Diversey Pkwy', 'Chicago, IL 60614']",616 W Diversey Pkwy,,,Chicago,41.93300462,-87.64463789,60614,ADTh1H-hc4ju5g-Ii6QF1Q,2
100,Chilam Balam,mexican,Mexican,3.5,$$,756,"['3023 N Broadway St', 'Chicago, IL 60657']",3023 N Broadway St,,,Chicago,41.93722,-87.64401,60657,4LRC9kedY535bIBpqyBWdw,2
