,name,rating,price,review_count,address,latitude,longitude,zip code,restaurant_id
0,The Perch,4.5,$$,267,"['1932 W Division', 'Chicago, IL 60622']",41.90348,-87.676221,60622,okaqMJEoHfHblpKz9Q-CMA
1,etta - Bucktown,4.5,$$,846,"['1840 W North Ave', 'Chicago, IL 60622']",41.91073,-87.67417,60622,W2QV6SILHer3qB_-CZ1z1A
2,Amaru,5.0,$$$,242,"['1904 W North Ave', 'Chicago, IL 60622']",41.91071,-87.67536,60622,faOpq9ORL0FlsMrou2NYug
3,Boeufhaus,4.5,$$$,377,"['1012 N Western Ave', 'Chicago, IL 60622']",41.899831,-87.687487,60622,UKs05XWhbP0riI8O0Kv36w
4,Machine: Engineered Dining & Drink,4.0,$$,527,"['1846 W Division St', 'Chicago, IL 60622']",41.90346,-87.67411,60622,WUK_G_6ECozMtnJX3YVdIg
5,Osteria Rusticana,4.5,$$,107,"['2114 W Division St', 'Chicago, IL 60622']",41.90344,-87.68041,60622,SmJehlTFRJYKQjA8W3f35A
6,Queen Mary Tavern,4.5,$$,99,"['2125 W Division St', 'Chicago, IL 60622']",41.9028282165527,-87.6807403564453,60622,L0SpO9Eb6fHIZ5ljKpdAow
7,Split-Rail,4.5,$$,241,"['2500 W Chicago Ave', 'Chicago, IL 60622']",41.8959276538074,-87.6895823702216,60622,8XNGM8f0QLSOqDEactfigA
8,Union,4.5,,5,"['2202 N California Ave', 'Chicago, IL 60647']",41.9218,-87.69769,60647,0qW7MJ0trxnoWzCHBiBgbQ
9,Forbidden Root,4.5,$$,516,"['1746 W Chicago Ave', 'Chicago, IL 60622']",41.89628,-87.671551,60622,iOMvXQYFl6_mtw0wX6ZUXw
10,Bárbaro Taquería,4.5,$$,117,"['2525 W North Ave', 'Chicago, IL 60647']",41.90997,-87.69074,60647,0Zu5S3zJvLC1Ve7kGAttDQ
11,The Delta,4.5,$$,379,"['1745 W North Ave', 'Chicago, IL 60622']",41.91032,-87.67186,60622,umw3lIhc_h9DUGjN0DklxQ
12,Jeff & Judes,4.0,,71,"['1024 N Western Ave', 'Chicago, IL 60622']",41.90015,-87.68733,60622,KjHn4p54w5UwGmgvUHi7BQ
13,Giant,4.5,$$$,528,"['3209 W Armitage Ave', 'Chicago, IL 60647']",41.9171,-87.70746,60647,wfkj7DK8YzhdwhhFc2OntA
14,Takorea Cocina,4.5,$$,190,"['1022 N Western', 'Chicago, IL 60622']",41.90009,-87.68733,60622,W2H3kafN6ktU0YUto0pXWA
15,Yamma,4.5,,13,"['2050 W Division St', 'Bourbon on Division', 'Chicago, IL 60622']",41.9033886,-87.67924359999999,60622,s_rP4tC5DTsWz-S5daPhcg
16,Pub Royale,4.0,$$,442,"['2049 W Division', 'Chicago, IL 60622']",41.90286,-87.67916,60622,AKOxQTqo_t8V0LwsXXw-xA
17,Folklore Argentine Grill,4.0,$$,752,"['2100 W Division St', 'Chicago, IL 60622']",41.9034461975098,-87.6799240112305,60622,ZbXgwfVDjb2tz08FGWmSAA
18,Handlebar,4.0,$$,1565,"['2311 W North Ave', 'Chicago, IL 60647']",41.9100899,-87.6853,60647,zF9o33BVqLUOcCmnuB2eQw
19,Kasama,4.5,$$,192,"['1001 N Winchester Ave', 'Chicago, IL 60622']",41.899701,-87.675589,60622,0IYXh7l_VppKw5y97FehoA
20,Pizza Friendly Pizza,4.0,,67,"['1039 N Western Ave', 'Chicago, IL 60622']",41.90055,-87.68662,60622,I-rQdKELEOd9Ra5L_nPJIg
21,All Together Now,4.5,$$,82,"['2119 West Chicago Ave', 'Chicago, IL 60622']",41.89555,-87.68051,60622,apo9fX6Opmr2Z87sm-_cfg
22,Funkenhausen,4.5,$$,256,"['1709 W Chicago Ave', 'Chicago, IL 60622']",41.89571,-87.67022,60622,TBCNrNW2WY4kuvg9LybEFA
23,Silli Kori,4.5,$$,307,"['2053 W Division St', 'Chicago, IL 60622']",41.90286,-87.67935,60622,xJEA6P6VS-Ukl9dmjleDkw
24,En Hakkore 2.0,4.5,$$,507,"['1467 N Milwaukee Ave', 'Chicago, IL 60622']",41.90859268098761,-87.67442096514347,60622,kUpqpEqkBjZguS1uA6NQYA
25,Cafe Istanbul,4.5,$$,214,"['2014 W Division St', 'Chicago, IL 60622']",41.9034987,-87.6778866,60622,IqJKz6-IBIbcfUcotMXO8Q
26,Tortello,4.5,$$,273,"['1746 W Division St', 'Chicago, IL 60622']",41.9031455954774,-87.6718406807155,60622,dro6ttzG0H2PlES0gI8LIg
27,Lucy's,4.0,$$,221,"['1043 N California Ave', 'Chicago, IL 60622']",41.90055,-87.69642,60622,aW7sY8DcTKfBFaXIH5vQxQ
28,Oiistar,4.0,$$,1041,"['1385 N Milwaukee Ave', 'Chicago, IL 60622']",41.90708880046081,-87.67210403709154,60622,U9D0vqEP4QrJfJYs8mr3DA
29,Iron Age Korean Steakhouse,4.0,$$,424,"['1265 N Milwaukee Ave', 'Chicago, IL 60622']",41.905036,-87.66856,60622,YwtWMD-Fz2WH9smEeQnqWw
30,Segnatore,4.5,,31,"['1001 N California Ave', 'Chicago, IL 60622']",41.89942,-87.6964,60622,VWeNF7HWLNPiXF-cKu4kDg
31,Dove's Luncheonette,4.0,$$,687,"['1545 N Damen Ave', 'Chicago, IL 60622']",41.909487,-87.677293,60622,V2jEs7sH44pcG1J9x59f9w
32,Little Wok Wicker Park,4.0,$$,32,"['1950 W Division St', 'Chicago, IL 60622']",41.90351,-87.6768,60622,XHGWwHgX9p8dn2nOhqfJoQ
33,Antico,4.5,$$$,241,"['1946 N Leavitt St', 'Chicago, IL 60647']",41.91746,-87.68281,60647,tzP7xNT7OokI6JKgtINTlA
34,Offset BBQ,5.0,$$,114,"['1720 N California Ave', 'Chicago, IL 60647']",41.912809,-87.697383,60647,jEA0_tz77CM_cAd9bEw4NA
35,Sweet Rice Asian Kitchen,5.0,$$,26,"['1904 N Western Ave', 'Chicago, IL 60647']",41.915980361557416,-87.68754992634057,60647,kuJLjqq0m_tWfkgkMV6WrA
36,Sea & Olive,4.0,,96,"['1938 W Division St', 'Chicago, IL 60622']",41.903451,-87.676408,60622,HxvHlC9dXYApGP3XrogILQ
37,Humboldt Haus Sandwich Bar,4.5,$,236,"['2958 W North Ave', 'Chicago, IL 60647']",41.910374,-87.701357,60647,xHdy8fbDVB4Nb_WGBN50Ow
38,Scofflaw,4.5,$$,775,"['3201 W Armitage Ave', 'Chicago, IL 60647']",41.9173240661621,-87.7071762084961,60647,sWYRaPCYHrTxsZPLWmzkzQ
39,Mott St,4.0,$$,825,"['1401 N Ashland Ave', 'Chicago, IL 60622']",41.9071254164458,-87.6673834605751,60622,FzYi3AVHoYZnWXe1BQrQEw
40,Cebu,4.0,$$,161,"['2211 W North Ave', 'Chicago, IL 60647']",41.91021,-87.682878,60647,r9nhM5bc2FC7mKxAc46bNA
41,Way Out,5.0,,11,"['3213 W Armitage Ave', 'Chicago, IL 60617']",41.91716335791234,-87.70767779475786,60617,fDpryalBDQhHoll8UKRaXw
42,Homestead on the Roof,4.0,$$$,341,"['1924 W Chicago Ave', 'Chicago, IL 60622']",41.896157,-87.675662,60622,1Gg16kUQ7bbJ3IHa_u1NXQ
43,Bulerias Tapas Bar,4.5,,46,"['2507 W North Ave', 'Chicago, IL 60647']",41.90997,-87.69003,60647,15CHt5HE5OdEydxltycQow
44,Small Cheval,4.5,$$,1250,"['1732 N Milwaukee Ave', 'Chicago, IL 60647']",41.91282,-87.6815699,60647,7Es7EbTy_s1btAdowLeiPQ
45,Papa's Cache Sabroso,4.0,$$,556,"['2517 W Division St', 'Chicago, IL 60622']",41.90268,-87.6902,60622,0hk0dnOxW3axag0xwlwGKQ
46,Bloom Plant Based Kitchen,4.5,$$,82,"['1559 N Milwaukee Ave', 'Chicago, IL 60622']",41.90998,-87.67631,60622,r10ldT9WzzoJGkqKu1hDfw
47,Lao Peng You,4.0,$$,124,"['2020 W Chicago Ave', 'Chicago, IL 60622']",41.89610667,-87.67786167,60622,oSI2djSdl7KjNGwb7PDWCg
48,Cracked on Milwaukee,4.5,$$,158,"['1359 N Milwaukee Ave', 'Chicago, IL 60622']",41.90671,-87.67125,60622,d7n-NmN_c65-8Gzz2FILGQ
49,Enoteca Roma Ristorante,4.0,$$,512,"['2146 W Division St', 'Chicago, IL 60622']",41.903222,-87.6816573,60622,7Ig90WlrxTm-oLGt8AQrfQ
50,Urbanbelly,4.0,$$,281,"['1542 N Damen Ave', 'Chicago, IL 60622']",41.90975,-87.6778099,60622,o6O9gCksHBGG7-m0PwRH_g
51,Tricycle Chicago,4.0,$$,97,"['1700 N Damen Ave', 'Chicago, IL 60647']",41.91243,-87.6778099,60647,80Hc97dvAL50tupxzswfRA
52,Paradise Park,4.0,$$,462,"['1913 W North Ave', 'Chicago, IL 60622']",41.91025,-87.67566,60622,nvVCxKOqBNtTjqbhh2H5Cg
53,Wazwan - Chicago,4.5,,58,"['1742 W Division St', 'Chicago, IL 60607']",41.90351078310457,-87.67155491502663,60607,b2N01JkMCWNYy1D2uH341A
54,Tryzub Ukrainian Kitchen,4.5,$$,225,"['2201 W Chicago Ave', 'Chicago, IL 60622']",41.8958059,-87.6819438,60622,56HWQzYO2hLhREjlmq6tGg
55,"Table, Donkey and Stick",4.0,$$,458,"['2728 W Armitage Ave', 'Chicago, IL 60647']",41.91775,-87.695965,60647,fJkO3cfnNXrLIoYYGBX7_g
56,Nellie's,4.0,$$,401,"['2458 W Division St', 'Chicago, IL 60622']",41.90314,-87.689317,60622,nTfySYjeLQ4jvy3jyImgPg
57,JJ Thai Street Food,4.5,$$,396,"['1715 W Chicago Ave', 'Chicago, IL 60622']",41.8958251,-87.6703764,60622,p2cCK4Vu-3L-skOMd93VVg
58,Mama Delia,3.5,,128,"['1721 W Division St', 'Chicago, IL 60622']",41.90298,-87.67079,60622,1hKySey1-JERm8ZXFDtkXA
59,Phodega,4.5,$$,160,"['1547 N Ashland Ave', 'Chicago, IL 60622']",41.9101939867386,-87.667388767004,60622,EYjyi_lytYaM1Ty7-kNKSg
60,Salsa Picante,4.0,$,200,"['949 N Western Ave', 'Chicago, IL 60622']",41.89896,-87.68659,60622,DZs9lNJ6xbVnAJIxXI7gAw
61,Kennedy Rooftop,4.0,$$,100,"['1551 W North Ave', 'Chicago, IL 60622']",41.9103888,-87.6672851666808,60622,Drkh8SbqF5w1VLAeBAqJcA
62,Dr Bird’s Jamaican Patty Shack,4.5,$$,78,"['1215 N Milwaukee Ave', 'Chicago, IL 60642']",41.9039,-87.66675,60642,00OfZXox0mj0XIpVxHpPag
63,Chef’s Special Cocktail Bar,4.0,,123,"['2165 N Western Ave', 'Chicago, IL 60647']",41.921762,-87.6872132,60647,XWodOV8dW4WlK2XB3j6JnA
64,Serai,4.0,$$,652,"['2169 N Milwaukee Ave', 'Chicago, IL 60647']",41.9206132,-87.6933394,60647,T1dv09OKSxmuitPVLXD5Aw
65,Irazú Costa Rican Restaurant & Catering,4.0,$$,2266,"['1865 N Milwaukee Ave', 'Chicago, IL 60647']",41.9151045993531,-87.6846393244315,60647,F7IQngaDDBgYvhA3U31q-g
66,Zenwich X Elite Boba Wicker Park,4.5,$$,40,"['1415 N Milwaukee Av', 'Chicago, IL 60622']",41.90772,-87.67291,60622,aWGYz1HiFcWBzEtyofewOA
67,3 Little Pigs Chi,5.0,,30,"['3220 W Grand Ave', 'Chicago, IL 60651']",41.89897,-87.70778,60651,PfGWWUxKf5w2Xpn-fuFmgQ
68,Lost Larson,4.0,,39,"['2140 W Division St', 'Chicago, IL 60622']",41.90328547351136,-87.681304,60622,8caf0efW-gF5IntfJXcwnQ
69,Heritage Restaurant & Caviar Bar,4.5,$$$,179,"['2700 W Chicago Ave', 'Chicago, IL 60622']",41.89596,-87.6944,60622,A5obsMTAWhywvJnx-5dgdQ
70,The Violet Hour,4.0,$$,2231,"['1520 N Damen Ave', 'Chicago, IL 60622']",41.909095,-87.677829,60622,oEFJ29zAQaCNnQzebHQvpg
71,Feed,4.0,$,622,"['2803 W Chicago Ave', 'Chicago, IL 60622']",41.895473,-87.696973,60622,6nThdNoEuRfHwjNR875fVw
72,Guerrero's Tacos & Pizza,4.0,$,97,"['2534 W Division St', 'Chicago, IL 60622']",41.903286,-87.690895,60622,gX8acVobIBQ22PF5YdIcLQ
73,KAI ZAN,4.5,$$$,1104,"['2557 W Chicago Ave', 'Chicago, IL 60622']",41.8955051374998,-87.6915407180786,60622,q7SQnw2xVHjWuyQXL3VHUg
74,1492 Cuban Fusion,4.5,$$,218,"['2615 West North Ave', 'Chicago, IL 60647']",41.909976,-87.692779,60647,4oATsYP0OF0ciHz-_-c_Lw
75,En Hakkore,4.5,$$,721,"['1840 N Damen Ave', 'Chicago, IL 60647']",41.9150939,-87.6777957,60647,q684td_kKNRMTHMeMchXOg
76,"Cheba Hut ""Toasted"" Subs",4.5,,61,"['1948 W Division St', 'Chicago, IL 60622']",41.90342,-87.67677018724892,60622,iPwFyQNiZHbKNCxO7RRCVw
77,The Bongo Room,4.0,$$,1628,"['1470 N Milwaukee Ave', 'Chicago, IL 60622']",41.90841,-87.67492,60622,_b69OdBNLhysN1jFlYNQiA
78,Taquizo,3.5,,66,"['1835 W North Ave', 'Chicago, IL 60622']",41.91037858608161,-87.67393255743343,60622,kmy5_gkxLZWFi4NaSoW7tA
79,Lonesome Rose,4.0,$$,416,"['2101 N California Ave', 'Chicago, IL 60647']",41.91962,-87.69705,60647,x44jW9kNDANnWt4WyGZy3Q
80,Bungalow by Middle Brow,4.0,$$,158,"['2840 W Armitage Ave', 'Chicago, IL 60647']",41.91778,-87.69881,60647,kIQRxmU4zQ8uUn4qbMjlpg
81,Pasta Bowl - Wicker Park,4.0,$$,337,"['1852 W North Ave', 'Chicago, IL 60622']",41.910627,-87.674672,60622,KjHdL-nV4Atc4Cprz3GzBA
82,CLAUDIA,4.5,,16,"['1952 N Damen Ave', 'Chicago, IL 60647']",41.91743,-87.67791,60647,NLqaZCn3rKTuwKum7lQ2yg
83,Joey G's Mac & Cheese,4.0,$,178,"['959 N Western Ave', 'Chicago, IL 60622']",41.89926,-87.68647,60622,D_z82lpxA7NHz6haG6tFCA
84,Mable's Table,4.5,$$,336,"['1655 W Cortland St', 'Chicago, IL 60622']",41.915987,-87.669824,60622,Nk4H9CkU8B1VPAofaB2qcQ
85,The Moonlighter,4.0,$$,210,"['3204 W Armitage Ave', 'Chicago, IL 60647']",41.91766,-87.70738,60647,mBG17MKjI3TNwYew5dzdyQ
86,Ørkenoy,5.0,$$,39,"['1757 N Kimball Ave', 'Fl 1', 'Chicago, IL 60647']",41.91353757217724,-87.71156377265784,60647,ssO_Xo9bhQcgyAH9UEQJXQ
87,Tejanos,4.0,,19,"['941 N Damen Ave', 'Chicago, IL 60622']",41.8988861,-87.67682518676683,60622,kJNSZ7yzs3z_KreBHCobFg
88,Spinning J Bakery and Soda Fountain,4.5,$$,407,"['1000 N California Ave', 'Chicago, IL 60622']",41.89945,-87.69716,60622,gxUFFsSLa-IyouuRD2Ma6w
89,Breakfast House,4.5,$$,527,"['1800 W Grand Ave', 'Chicago, IL 60622']",41.8909301757812,-87.6721038818359,60622,Rm_EofhjiLzRJpUuVtPxUw
90,The StopAlong,4.5,$$,246,"['1812 N Milwaukee Ave', 'Chicago, IL 60647']",41.91426,-87.68393,60647,Nza-kbPzUfFMZGyJz12sYg
91,6 Degrees,4.5,$$,182,"['1935 N Damen', 'Chicago, IL 60647']",41.9169883728027,-87.6772537231445,60647,ueYjBXauf5_qWULut9sqCQ
92,S & Teak Fine Dining,5.0,,5,"['2246 W Armitage Ave', 'Chicago, IL 60647']",41.91774530403699,-87.68436580896378,60647,nthd0P5BLaEQp36cf9CtWg
93,Fatpour Tap Works,4.0,$$,638,"['2005 W Division St', 'Chicago, IL 60622']",41.90289,-87.67762,60622,bEhKMjnmpZLtFb7oAKjYYA
94,Lardon,4.0,$$,64,"['2200 N California Ave', 'Chicago, IL 60647']",41.921891836367266,-87.69749321372282,60647,OLLCYpaF_cWzrZ-Hd7FYMQ
95,Diana's,4.5,$,64,"['1000 N Francisco Ave', 'Chicago, IL 60622']",41.89938,-87.69961,60622,-GiApkLFH7P777PmgXUhQw
96,90 Miles Cuban Café,4.0,$$,2206,"['2540 W Armitage Ave', 'Chicago, IL 60647']",41.9176864624023,-87.6918029785156,60647,mCHto10PBQOKnefm7gholg
97,Cafe Robey,4.0,$$,201,"['2018 W North Ave', 'Chicago, IL 60647']",41.910642,-87.678264,60647,fGAYT6b0vZSGiTISd-zFZg
98,La Sandwichera,4.5,,7,"['2721 W Division St', 'Chicago, IL 60622']",41.902763142599,-87.6953441678981,60622,NmynDaHorWl1uO2ppOouUA
99,Taqueria El Heredero,5.0,,28,"['2624 W North Ave', 'Chicago, IL 60647']",41.910588,-87.693147,60647,j17mCU0CZMLxkK6DwERzUQ
100,a tavola,4.0,$$$,367,"['2148 W Chicago Ave', 'Chicago, IL 60622']",41.8960999,-87.68141,60622,kdobEvkH_YHleJvLLxzb6A
101,Soulé,4.0,$$,410,"['1931 W Chicago Ave', 'Chicago, IL 60622']",41.8958105525862,-87.67582535276148,60622,5pI3IXJo-14EQ0ZgIqbmLg
102,Shokolad,4.5,$,272,"['2524 W Chicago Ave', 'Chicago, IL 60612']",41.895865,-87.690367,60612,mXZS-Ue3awMfbMZLbaw72Q
103,Rumi Middle Eastern Grill,4.5,$$,307,"['1534 N Milwaukee Ave', 'Chicago, IL 60622']",41.9092,-87.67616,60622,o-qsh446uTZ0sbxsiNfQkw
104,The Beetle Bar and Grill,3.5,$$,175,"['2532 W Chicago Ave', 'Chicago, IL 60622']",41.89597,-87.69075,60622,nsbsMpbSB7bjQcqoYbKMyg
105,Rangoli,4.0,$$,658,"['2421 W North Ave', 'Chicago, IL 60647']",41.910198,-87.68809,60647,1GiybV2faVpTt1zw13CzLA
106,Parson's Chicken & Fish - West Town,3.5,$$,37,"['2109 W Chicago Ave', 'Chicago, IL 60622']",41.89556,-87.67997,60622,pN4VvCvmLorujlN5CjtWgw
107,El Paisano Tacos,3.5,$,131,"['2429 W Division St', 'Chicago, IL 60622']",41.902702331543,-87.6882476806641,60622,Yt_zBJwh3PSGwlRr4EyA7w
108,Boulevard Sports Lounge,4.0,$$,108,"['2645 W North Ave', 'Chicago, IL 60647']",41.909963,-87.693842,60647,a3T4A05m8csinllU07vcDg
109,Le Bouchon,4.0,$$$,600,"['1958 N Damen Ave', 'Chicago, IL 60647']",41.91756,-87.67792,60647,gAp38M1cLRkFHbemMhaNAQ
110,Sushi + Rotary Sushi Bar - Wicker Park,5.0,,6,"['1352 N Milwaukee Ave', 'Chicago, IL 60622']",41.90631,-87.67131,60622,G-Ak7d_x2PRa1LpElwE8mg
111,Kimchi Pop,4.5,$$,164,"['939 N Ashland Ave', 'Chicago, IL 60622']",41.8991,-87.66698,60622,UUrzfbDKeZvEPlgbo7S6_g
112,Porto,3.5,,126,"['1600 W Chicago Ave', 'Chicago, IL 60622']",41.89633,-87.66749,60622,_0cd42XJoVq2I9oaQryFuQ
113,Via Carducci La Sorella,4.0,$$,378,"['1928 W Division St', 'Chicago, IL 60622']",41.90352,-87.67596,60622,4yftA8F8IyzfUZLfaFe6aw
114,Border Taco Chicago,4.5,,62,"['912 N Western Ave', 'Chicago, IL 60622']",41.89801,-87.687228,60622,mZrU1-oT1_ay_QEahQZKaQ
115,The Fifty/50,3.5,$$,732,"['2047 W Division St', 'Chicago, IL 60622']",41.90301427628,-87.6788022511999,60622,6gZTET0y7ARZMrbJRmI2mw
116,Dos Urban Cantina,4.0,$$,385,"['2829 W Armitage Ave', 'Chicago, IL 60647']",41.91725,-87.69841,60647,-fYvsZKybtBorDlwxs9T1A
117,Bourbon On Division,3.5,$$,47,"['2050 W Division St', 'Chicago, IL 60622']",41.90347,-87.67923,60622,ow9laYWbW35WcalSgihTQQ
118,Six06 Cafe Bar,4.5,$$,119,"['1641 W Chicago Ave', 'Chicago, IL 60622']",41.89573,-87.66893,60622,a3DwTLYFIwLo0kESduHvhQ
119,Snakes And Lattes - Chicago,4.5,,24,"['1965 N Milwaukee Ave', 'Chicago, IL 60647']",41.91734,-87.68782,60647,u3yMiFvIDos3F1BBmrVMcw
120,Beatnik West Town,4.0,$$,649,"['1604 W Chicago Ave', 'Chicago, IL 60622']",41.8962675288597,-87.6676179198911,60622,mOywm85qS-S6sYqO4Ir6bg
121,Kizuki Ramen & Izakaya,4.0,$$,747,"['1482 N Milwaukee Ave', 'Chicago, IL 60622']",41.908769,-87.6751833,60622,F95agIcsD5g1bykGVTVWZQ
122,Mindy's Bakery,4.0,$$,2432,"['1747 N Damen Ave', 'Chicago, IL 60647']",41.91367,-87.67718,60647,JR5TOTAgxBj4YLfNQ3Dljw
123,Antique Taco,4.0,$$,1298,"['1360 N Milwaukee Ave', 'Chicago, IL 60622']",41.9063606,-87.6716766,60622,YU3XvseN8keVmipgidQ94w
124,Salt Burgers + Fries,4.0,$$,61,"['1920 W North Ave', 'Chicago, IL 60622']",41.91072,-87.67592,60622,vLNDwB7xaqE5OsmZ0Y3gng
125,The Royal Grocer & Co,4.0,$$,145,"['2118 N Damen Ave', 'Chicago, IL 60647']",41.9201777,-87.6778824,60647,SkNftIwHBHgJHc7qM238Ag
126,Provare,4.5,$$,68,"['1421 W Chicago Ave', 'Chicago, IL 60642']",41.89594,-87.66332,60642,LnVv3v3uYa7g9MzqzII6tA
127,Marrakech,5.0,,16,"['1440 W Chicago Ave', 'Chicago, IL 60642']",41.896312,-87.664046,60642,H1opOwbqjzb6scMPPWuDdA
128,Bonchon Division St,4.0,$$,138,"['1732 W Division St', 'Chicago, IL 60622']",41.903458,-87.671265,60622,yn2GB3E3Ty4GIyOwh_mKig
129,Boxcar Betty's,4.5,,43,"['1856 W North Ave', 'Chicago, IL 60622']",41.91071,-87.67484,60622,Pd0t7SsT6odlkLy9R53FwQ
130,Piece Brewery and Pizzeria,4.0,$$,3655,"['1927 W North Ave', 'Chicago, IL 60622']",41.9103256994423,-87.6760850295053,60622,Z2nOMPedr7XYhgYhILJjEA
131,Ramen Wasabi,4.0,$$,2010,"['2101 N Milwaukee Ave', 'Chicago, IL 60647']",41.9195063,-87.6915015,60647,lgjRFg3M-1N416W41DHsTQ
132,The Bristol,4.0,$$,1189,"['2152 N Damen Ave', 'Chicago, IL 60647']",41.92105,-87.67804,60647,0S44DHW394RexDqtFYMQLg
133,Noble Thai,4.5,,44,"['1371 W Chicago Ave', 'Chicago, IL 60642']",41.8959,-87.66216,60642,c-mWMo-TcHiVrr6_OenOxg
134,Shawarma Garden,4.0,$,202,"['1951 W Division St', 'Chicago, IL 60622']",41.9030684,-87.6768271,60622,Lw1Nz0Gus-RYJsg2Kk8dXw
135,Gracie O'Malley's Wicker Park,4.0,$$,27,"['1635 N Milwaukee Ave', 'Chicago, IL 60647']",41.911259,-87.678435,60647,rjZdABzat3gDNSmYlDkBXQ
136,Taxim,4.0,$$$,556,"['1558 N Milwaukee Ave', 'Chicago, IL 60622']",41.9098026,-87.6767066,60622,XUuowLQFgy8Bo7xpeb5bkw
137,Janik's Cafe,4.0,$$,576,"['2011 W Division St', 'Ste 3157', 'Chicago, IL 60622']",41.9030612,-87.677777,60622,FsoEVqFK-W7gRu0hDH84sg
138,Nomonomo Japanese Pub & Grill,4.0,,9,"['2115 N Milwaukee Ave', 'Chicago, IL 60647']",41.9199219032243,-87.6921733777854,60647,aX68mNqMAPJjXez-CHwJyQ
139,Osteria Langhe,4.5,$$$,377,"['2824 W Armitage Ave', 'Chicago, IL 60647']",41.917687,-87.698252,60647,T1byj0cyKsnzgPFDPh3NXA
140,Takito Kitchen,4.0,$$,642,"['2013 W Division St', 'Chicago, IL 60622']",41.90289,-87.67784,60622,JGOl4S42CxLJj-s9uyFU2w
141,Fatso's Last Stand,4.0,$$,871,"['2258 W Chicago Ave', 'Chicago, IL 60622']",41.8959792096669,-87.6842580932541,60622,GbC6XO60SlLnlIOTbJE-Ew
142,Yolk Test Kitchen - Chicago,4.0,$$,151,"['1767 N Milwaukee Ave', 'Chicago, IL 60647']",41.913698,-87.682071,60647,heSNmi80snMFaD2aqux8EA
143,Tuman's Tap and Grill,3.5,$$,288,"['2159 W Chicago Ave', 'Chicago, IL 60622']",41.8957413,-87.6817991,60622,viFGd1WmuObof_x-qup7HQ
144,La Plena Restaurant,4.0,$$,124,"['2617 W Division St', 'Chicago, IL 60622']",41.902660369873,-87.6926803588867,60622,UylJ0EgGLxJO2E-rsf2naA
145,MAK Restaurant,4.0,$$,278,"['1924 W Division St', 'Chicago, IL 60622']",41.9032611,-87.6759818,60622,Qz5uN801Hx2cFrfI7sggoQ
146,Logan 11 Bar and Kitchen,4.5,,30,"['2230 N California Ave', 'Chicago, IL 60647']",41.92260599461892,-87.69751406610787,60647,91L8OPJNUyNauXzjDQRurg
147,Temporis,4.5,$$$$,118,"['933 N Ashland Ave', 'Chicago, IL 60622']",41.8989028930664,-87.6670227050781,60622,kPt3MMzO1njXvxNiveygRA
148,Bartoli’s Pizzeria,4.5,,31,"['658 N Ashland Ave', 'Chicago, IL 60622']",41.894129,-87.667541,60622,krWnipMm4KE35Op0xQaAdw
149,Komorebi Sushi,4.5,$$,261,"['1324 N Milwaukee Ave', 'Chicago, IL 60622']",41.90558,-87.67037,60622,-gt8O2X5JO9Bx64GPxgkBA
150,Parlor Pizza Bar - Wicker Park,3.5,$$,449,"['1824 West Division St', 'Chicago, IL 60622']",41.903526,-87.673446,60622,wsNaHMtavVeRsSv0fra0mA
151,Old Lviv,4.0,$,118,"['2228 W Chicago Ave', 'Chicago, IL 60622']",41.89607,-87.68316,60622,2zMvCUbRzGKGWxSI_bcDQQ
152,Wynwood Kitchen & Spirits,3.5,,67,"['1560 N Milwaukee Ave', 'Chicago, IL 60622']",41.90965,-87.67686,60622,WAC593YLsBBnHu6meeme2w
153,Chengdu Impression - Wicker Park,4.0,,28,"['1300 N Milwaukee Ave', 'Chicago, IL 60622']",41.90517,-87.66973,60622,CMrVujJr0QdlhdX7nFBM3w
154,Lawn Restaurant - Hamburger,4.5,$$,84,"['1141 N Ashland Ave', 'Chicago, IL 60622']",41.9028,-87.66726,60622,2XauFxxBwl5YAhJHJLpd7g
155,Ina Mae Tavern & Packaged Goods,3.5,$$$,376,"['1415 N Wood St', 'Chicago, IL 60622']",41.90765,-87.67217,60622,SB2EkTsax2uOzGa0jBDcJw
156,SPICY FINGERS  Seafood Kitchen,4.5,,75,"['1549 W Chicago Ave', 'Chicago, IL 60642']",41.89579,-87.6668,60642,Cjwb5-hyh9peFsRBLGqnuA
157,Taqueria Super Burrito,3.5,$,74,"['1502 N Western Ave', 'Chicago, IL 60622']",41.90867,-87.68756,60622,rKqayS8ztGRZMmVV6GER1Q
158,Chavas Tacos El Original,3.5,$,244,"['2333 W Grand Ave', 'Chicago, IL 60612']",41.890598,-87.685539,60612,GIswPZXoc7dR8Z6XbIyOdw
159,Craft Pizza,4.5,$$,295,"['1252 N Damen Ave', 'Chicago, IL 60622']",41.9048454,-87.6775072,60622,8-eWe05s8Z7I1AejHXNsEA
160,Katherine Anne Confections,4.5,$$,316,"['2745 W Armitage Ave', 'Chicago, IL 60647']",41.91746,-87.696572,60647,UQuKBMJcvcGN9kN2Fs0vxQ
161,Cleo's Bar & Grill,4.0,$$,440,"['1935 W Chicago Ave', 'Chicago, IL 60622']",41.89563,-87.67599,60622,q8H-w31ZLgwXVk2yDMSF0A
162,Club Lucky,4.0,$$,695,"['1824 W Wabansia Ave', 'Chicago, IL 60622']",41.91256,-87.67367,60622,ytZzmlgLBM8r3TqY7WAY0A
