,name,rating,price,review_count,address,latitude,longitude,zip code,restaurant_id
425,China Court,3.5,$,128,"['1146 N Milwaukee Ave', 'Chicago, IL 60642']",41.9023813,-87.6652238,60642,v-rvEsqRtJcECRhcK3WUZg
426,Alliance Bakery & Cafe,4.0,$,947,"['1736 W Division St', 'Chicago, IL 60622']",41.90355,-87.67149,60622,xjZ9eqYrzMrl2v6_1Kv6hA
427,Stanley's Grill,3.5,$,44,"['1543 N Elston Ave', 'Chicago, IL 60642']",41.9102224,-87.6615309,60642,jMS0D9zD3XnFeR_neOEeEQ
428,Philz Coffee,4.5,$$,144,"['1642 W Division St', 'Chicago, IL 60622']",41.903533,-87.669282,60622,LUVJc1BBzEJGWynqt6Ba5Q
429,New Vivians Grill,3.0,,1,"['3334 W Chicago Ave', 'Chicago, IL 60651']",41.895679834481,-87.7103684842587,60651,MYUnUsuWK5X9P-kzH3C8sg
430,Las Asadas,3.5,$,320,"['2045 N Western Ave', 'Chicago, IL 60647']",41.9189147949219,-87.6871109008789,60647,7Bs_MhkMhqDQenWrMl5MZQ
431,Reve Burger,3.5,,23,"['1363 W Fulton St', 'Chicago, IL 60607']",41.886397956339934,-87.66134132944775,60607,6NPXyIJAFtMGrrpoq8pSmQ
432,Zarsh Restaurant,5.0,,1,"['324 N Leavitt St', 'Chicago, IL 60612']",41.887846,-87.682446,60612,v34AzgtFtCEShKwmxTW-8Q
433,Gallery Cafe,3.5,$,201,"['1760 W North Ave', 'Chicago, IL 60622']",41.910663,-87.672449,60622,8GsdzHZo31TGQFaJQWS5Ag
434,Bottom Lounge,3.5,$$,298,"['1375 W Lake St', 'Chicago, IL 60607']",41.88505,-87.66177,60607,HdX3XN6qHPWR9qOHfBuyDw
435,Liberation Donuts,4.5,,10,"['2048 W Grand Ave', 'Chicago, IL 60612']",41.8909794,-87.6788199,60612,sAZwF_iqZcXo5jhXX8sBqA
436,Choppers,3.5,$,283,"['1659 N Ashland Ave', 'Chicago, IL 60622']",41.9121932983398,-87.6674728393555,60622,cfjfccCNmRTUZup7JW7TVw
437,Taqueria Los Comales,3.0,$,118,"['2148 N Milwaukee Ave', 'Chicago, IL 60647']",41.920131,-87.693202,60647,AyCoJiWTx5T3jyAV047msw
438,Burger King,2.0,$,40,"['2344 W Chicago Ave', 'Chicago, IL 60622']",41.8959906,-87.6861749589443,60622,sGtAriynr-RPsYmuyFNhDQ
439,Duk's Red Hots,3.5,$,118,"['636 N Ashland Ave', 'Chicago, IL 60622']",41.89353,-87.6675,60622,dt5ESp4hKmn2QBsRDArCPA
440,Tropicuba,3.5,$,166,"['3000 W Lyndale St', 'Chicago, IL 60647']",41.92250019999999,-87.7023724404024,60647,9xEtH_FYjzdIxAZr5PKrbw
441,JJ Fish & Chicken,3.0,$,15,"['800 N Kedzie Ave', 'Chicago, IL 60651']",41.896669,-87.706835,60651,8Mlal87EojIecsOPQgMiNw
442,Lillie's Q,3.5,$$,1044,"['417 N Ashland Ave', 'Chicago, IL 60622']",41.8893958,-87.6667024,60622,d770VgA5S44qERqWS7WCFQ
443,The Southern Mac & Cheese Truck,3.0,$,99,"['Chicago, IL 60622']",41.9031753540039,-87.6743469238281,60622,gM9-MnmoEkOX0KPvSG-Zxg
444,Wendy's,2.5,$,23,"['2215 N Washtenaw Ave', 'Chicago, IL 60647']",41.9222,-87.69519,60647,8hu52jWj0YuqbR2_lTTGcQ
445,Wingstop,2.5,$,236,"['1637 N Milwaukee Ave', 'Chicago, IL 60647']",41.91136,-87.67855,60647,epBHjJLHOzx-mXQa4j-rhg
446,McDonald's,2.0,$,74,"['2005 W Chicago Ave', 'Chicago, IL 60622']",41.895579959178,-87.6775314612405,60622,8xE45973paJ4cwxuqcRYFw
447,Dope Drip Cafe,5.0,,2,"['3220 W Grand Ave', 'Chicago, IL 60651']",41.898911,-87.707326,60651,rO8YRZqPO8QVpX0FV9-nkA
448,Super Submarine,3.5,$,89,"['1050 N Ashland Ave', 'Chicago, IL 60622']",41.9012,-87.6677799,60622,Xky3WVIBdyrXmquJldVhjA
449,Habibi Med Grill,3.5,,3,"['1608 W North Ave', 'Chicago, IL 60622']",41.91083095065947,-87.6680902,60622,CYqLW7TkUrwG6RjWCnMQPQ
450,Burger Baron Restaurant,3.0,$,144,"['1381 W Grand Ave', 'Chicago, IL 60642']",41.89073,-87.66198,60642,Ko9BnhGtF3k1u5ZlG7iNuA
451,Burger King,1.5,$,43,"['2840 W North Ave', 'Chicago, IL 60647']",41.91054427921892,-87.698666,60647,DWxoQT-BsjGfdAJr6tFdLg
452,Little Mel's Hot Dogs,4.0,$,56,"['2205 N California Ave', 'Chicago, IL 60647']",41.9220062,-87.6971428,60647,odSkbU3Pw3Fk7fEH7ENz6A
453,Popeyes Louisiana Kitchen,2.0,,27,"['1555 W Division St', 'Chicago, IL 60642']",41.903112,-87.667254,60642,6KJiXXGX7-hc10-CrQHCBQ
454,Potbelly Sandwich Shop,2.5,$,61,"['1625 N Damen Ave', 'Chicago, IL 60647']",41.911259,-87.677287,60647,Ih_Y7VpKvOuxsNS6-fMv6g
455,Rice Cafe,3.5,$$,76,"['2203 N Clybourn Ave', 'Chicago, IL 60614']",41.92189,-87.66429,60614,05wrqW-ve_qDbNWryJc4lQ
456,Super Jalapeno Grill,3.5,$,57,"['2910 W Armitage Ave', 'Chicago, IL 60647']",41.9177704,-87.6998062,60647,dOHshptxE88QiZCmFsRsTA
457,Chipotle Mexican Grill,2.5,$,163,"['1733 N Damen Ave', 'Chicago, IL 60647']",41.9132979703921,-87.6773303720576,60647,BkRAZaD9bGEVp66tY3k-9Q
458,Lucky Vito's Pizzeria,3.0,$,103,"['1950 N Kimball Ave', 'Chicago, IL 60647']",41.9169702,-87.7120249,60647,VXal4jS8vYbqaeFW4XbLcA
459,Tyga Bites,2.0,,1,"['Chicago, IL 60622']",41.9031867980957,-87.67838287353516,60622,H8cr_ifPQ1STptKcSoohhQ
460,Grilled Cheese Society,1.0,,2,"['Chicago, IL 60622']",41.9031867980957,-87.67838287353516,60622,42z54_KRGLDS-SZHxuTJdQ
461,Latin American,1.0,$,1,"['LeMoyne & California', 'Humboldt Park', 'Chicago, IL 60622']",41.908627,-87.696945,60622,c8FiDfl0e5qG5Kam7HEdJw
462,Cuisines by Sammy,5.0,,2,"['324 N Leavitt St', 'Chicago, IL 60612']",41.887814,-87.682463,60612,SLEa_2gRN7MnSE01efwl_g
463,Paseo Boricua Grocery,3.0,,3,"['2706 W Division St', 'Chicago, IL 60622']",41.903247833252,-87.6948318481445,60622,tgHe4z6baibrLye8K3-Miw
464,Tamale Space Charros,4.0,,2,"['324 N Leavitt St', 'Chicago, IL 60612']",41.88779,-87.68207,60612,gzdc2uW3JyQY1Bjprhi_xQ
465,Best Submarine,1.0,,1,"['3156 W Chicago Ave', 'Chicago, IL 60622']",41.8957188,-87.706315,60622,Wj-ehl8R70-FKZoT4EBdEA
466,Papa Johns Pizza,2.5,$,58,"['2020 N. California Ave', 'Ste 2', 'Chicago, IL 60647']",41.9180839306282,-87.6975537908713,60647,xIOzedTSxUEdR-3mO-tDxw
467,Subway,2.0,$,12,"['2512 W North Ave', 'Chicago, IL 60647']",41.910682,-87.6901319157905,60647,fnBav_JrkS_8KRYvsz_eMg
468,Subway,2.5,$,38,"['1958 W Chicago Ave', 'Chicago, IL 60622']",41.8961319164995,-87.6768690932541,60622,Ocl5bycT1rwlGkCTlvh4Uw
469,McDonald's,3.0,$,83,"['1951 N Western Ave', 'Chicago, IL 60647']",41.9169358,-87.6872451,60647,Kgiu4WYYQGY0C7rGf57qfA
470,Mr Taco's Restaurant,3.5,$,100,"['1640 W Chicago Ave', 'Chicago, IL 60622']",41.89631,-87.66884,60622,rJFSuLJlCXQ9ElvBI0Qqbg
471,Smokeheads,2.0,,1,"['1441 W Willow St', 'Chicago, IL 60642']",41.9139915,-87.66320107265489,60642,IrgZs2KXaCov-3QZPBdUiA
472,McDonald's,2.5,$,68,"['1380 W Lake St', 'Chicago, IL 60607']",41.8857318,-87.6619869,60607,4LnSMHwQXOHj_KpzOhlneA
473,McDonald's,2.5,$,38,"['3245 W North Ave', 'Chicago, IL 60647']",41.9097867365323,-87.7082360489385,60647,nY5iFFe75OloSQ4XS7C04g
474,Vero Coffee & Gelato,4.0,,2,"['2112 N Ashland Ave', ""Inside Mariano's"", 'Chicago, IL 60614']",41.9208864,-87.6683446,60614,A-suXpCp-ZrLACImd358LA
475,Noodles & Company,3.0,,2,"['3220 W Grand Avenue', 'Ste K31', 'Chicago, IL 60651']",41.89888446215597,-87.70736793992481,60651,Tnr8D-ETh4-H9-7LrXdd6Q
476,Potbelly Sandwich Shop,3.0,$,43,"['1293 N Milwaukee Ave', 'Chicago, IL 60622']",41.905374,-87.6694092,60622,7Fh2VuePY1I8mGT8mW3Psw
477,Little Caesars Pizza,2.5,$,25,"['3337B W. North Ave', 'Chicago, IL 60647']",41.90977,-87.71095,60647,sLq4RvVGRLqRpRdRe2zbjA
478,Subway,3.5,$,10,"['3129 W Armitage', 'Chicago, IL 60647']",41.9171279035056,-87.7065670203973,60647,JycJxhwORHSe9fOKpF0ohw
479,Taquero Fusion,3.0,$,48,"['324 N Leavitt St', 'Chicago, IL 60612']",41.88779,-87.68207,60612,f168Ys1DxEIr66LHRerHwQ
480,Domino's Pizza,1.5,$,26,"['800 N Kedzie Ave', 'Chicago, IL 60651']",41.89613439818806,-87.70828841616233,60651,23QQscQJt3U22lRgeNu_hA
481,JD's BBQ,1.0,,1,"['3220 W Grand Ave', 'Chicago, IL 60651']",41.898867,-87.707297,60651,OYUscWMtG4dS3xnDmExjpQ
482,Subway,3.0,$,14,"['1300 N Ashland Ave', 'Ste P, Space 124', 'Chicago, IL 60622']",41.9055054177613,-87.668887,60622,AFSmLmOaKqhzj9dQiB873g
483,3 Kings Tavern,4.0,,1,"['1441 W Willow St', 'Chicago, IL 60642']",41.91400345498803,-87.6632004,60642,N73UFCHSL5cYhRkxRIXjDQ
484,Jewel Sushi,3.5,,3,"['1341 N Paulina St', 'Chicago, IL 60622']",41.90656,-87.66939,60622,NiQu3bWVVd1ta4sMZwhm-w
485,Potbelly Sandwich Shop,3.0,$,56,"['1422 W Webster Ave', 'Chicago, IL 60614']",41.9217727559092,-87.6641757659538,60614,E5D9OjkugtxjdQAYtrNfWw
486,Ramirez Fast Food,3.5,$,32,"['1521 W Grand Ave', 'Chicago, IL 60622']",41.89074,-87.66639,60622,N3Ek7CNZak52s7zwSu25eg
487,Subway,1.0,$,5,"['3313 W North Ave Space', 'Ste 9', 'Arcadia Plaza', 'Chicago, IL 60647']",41.909692578242414,-87.71006557253912,60647,Kjbh_BlE2NlTzYecPG1fmQ
488,Village Pizza,1.0,,1,"['925 Ashland Ave', 'Chicago, IL 60622']",41.898695,-87.66702,60622,Y224CFrUEaQxx2coTFHsfg
489,Jimmy John's,2.5,$,34,"['2206 N Clybourn', 'Chicago, IL 60614']",41.92173,-87.66493,60614,PBWFBvT4tc4z-llHiso3zA
490,Subway,3.5,$,4,"['1768 W Armitage', 'Shell Gas Station C-Store', 'Chicago, IL 60622']",41.9183565401001,-87.6725526199882,60622,7p7rBQVFOyWkm48J9bvQ3w
491,Subway,1.5,$,3,"['1904 N Western Ave', 'Chicago, IL 60647']",41.9161192291626,-87.6875949562976,60647,2yjpvw0xNXiIRPiGopqx6w
492,Orange Chicken Snob,1.0,,1,"['Chicago, IL 60647']",41.92060852050781,-87.69917297363281,60647,2t-lculIZaMsPg7bjXll1Q
493,Subway,3.0,$,5,"['800 N Kedzie Ave', 'Chicago, IL 60651']",41.8957376620346,-87.707421999523,60651,ZAlgrp9IMehzTsd0iFGT6Q
494,Figo Wine Bar,4.5,$$,215,"['3207 N Sheffield Ave', 'Chicago, IL 60657']",41.94015,-87.65386,60657,iyilEJb1NwUeZcd5JWXTKw
495,Farm Bar Lakeview,4.0,$$,355,"['1300 W Wellington Ave', 'Chicago, IL 60657']",41.93643,-87.66141,60657,sJOPkTGLi53eB46ykvDeRg
496,Cheesie's Pub and Grub,4.0,$$,1236,"['958 W Belmont Ave', 'Chicago, IL 60657']",41.9400049,-87.6538139,60657,-W8rtYk_mBsgoQHYVxAh2g
497,Wood,4.0,$$,595,"['3335 N Halsted St', 'Chicago, IL 60657']",41.94285906788237,-87.64915912883504,60657,tCBKjclvCuiuSkiNz1fOjw
498,Krung Thep Thai Cuisine,4.5,$$,298,"['3205 N Halsted St', 'Chicago, IL 60657']",41.9401536,-87.6490613,60657,1PMp9MqVvqmZ5n3kN_TO2w
499,Sapori Trattoria,4.5,$$,2480,"['2701 N Halsted St', 'Chicago, IL 60614']",41.93165443680187,-87.64880961567327,60614,LYppbvgJlBG0SqjSKFiFGg
500,Ella Elli,4.5,$$,333,"['1349 W Cornelia Ave', 'Chicago, IL 60657']",41.9451151,-87.6630233,60657,AqYFeg1GBwHe4ERL3q_LYg
501,Dear Margaret,4.5,$$$,54,"['2965 N Lincoln Ave', 'Chicago, IL 60657']",41.93589,-87.66294,60657,-otD9myzwCgSYXdcx90jLQ
502,Port and Park Bistro,4.5,$$,138,"['4000 N Southport Ave', 'Chicago, IL 60613']",41.95451371278955,-87.66447793025353,60613,3dXYHvsHPPuF4g98q9R4Aw
503,Mordecai,4.0,$$,96,"['3632 N Clark St', 'Chicago, IL 60613']",41.94792,-87.6575,60613,JGJs1iA9sZXEvDbFEI_jWg
504,Kubo Chicago,4.5,$$,189,"['1232 W Belmont Ave', 'Chicago, IL 60657']",41.94008,-87.66026,60657,majGt6w0H0i-9TtVwvu2Qg
505,Lowcountry Lakeview,4.5,$$,670,"['3343 N Clark St', 'Chicago, IL 60657']",41.942883,-87.6528328,60657,ufxKkcPhjlF4x2C1Or8ckA
506,Happy Camper,4.0,$$,249,"['3458 N Clark St', 'Chicago, IL 60657']",41.9450338367149,-87.6547882700729,60657,EXu8_C5FI2SJoOgf3UKGDQ
507,Corridor Brewery & Provisions,4.0,$$,459,"['3446 N Southport', 'Chicago, IL 60657']",41.94474,-87.66429,60657,SbdZRJSSISB-cUQ9ShBetQ
508,Lark,4.0,$$,293,"['3441 N Halsted St', 'Chicago, IL 60657']",41.944887,-87.649123,60657,4x-JbY_XAybRGM6WQHF7HQ
509,Bolivar & Lincoln Venezuelan Cafe,5.0,,137,"['3349 N Sheffield Ave', 'Chicago, IL 60657']",41.943218,-87.65401,60657,Yc_VAHPXcl_h2CeEr_XfkQ
510,Galit,4.5,$$,267,"['2429 N Lincoln Ave', 'Chicago, IL 60614']",41.9261880718568,-87.6496120914817,60614,90-6FQYDxKp516WnO_jMpg
511,Sheffield's Wine & Beer Garden,3.5,$$,748,"['3258 N Sheffield Ave', 'Chicago, IL 60657']",41.94161,-87.65455,60657,fQCVQyUNAsDZmdjebXwY3Q
512,Drew's on Halsted,4.0,$$,533,"['3201 N Halsted St', 'Chicago, IL 60657']",41.9403396556238,-87.6491832733154,60657,3ZM20Dzkfj7rhFE9aPU3Tw
513,Sal's Trattoria,4.5,$$,250,"['2834 N Southport Ave', 'Chicago, IL 60657']",41.9335,-87.6639299,60657,Xc7KC3XLxYUhM9Xzh-eDvA
514,Bluebird,4.5,$$,327,"['2863 N Clark St', 'Chicago, IL 60657']",41.934417,-87.646039,60657,lbIIyJa7lG1W0PMYf2MLUQ
515,Wilde Bar & Restaurant,4.0,$$,1217,"['3130 N Broadway St', 'Chicago, IL 60657']",41.938785532425,-87.6445316181281,60657,h-CNRJ-bqSZvz75J4A9cFg
516,Bodega Sur,4.5,$$,160,"['3755 N Southport', 'Chicago, IL 60613']",41.9503739,-87.6639039,60613,T2Gcdw73pfSsVaK0hu9i6g
517,Del Seoul,4.5,$$,2201,"['2568 N Clark St', 'Chicago, IL 60614']",41.929444,-87.643016,60614,f1P5hZSitUEAC-mtXlBB7w
518,Crisp,4.5,$$,3351,"['2940 N Broadway Ave', 'Chicago, IL 60657']",41.9361214592879,-87.6444210345452,60657,WBU0yq9J8qiYQfI_fh2P1Q
519,Fish Bar,4.0,$$,957,"['2956 N Sheffield Ave', 'Chicago, IL 60657']",41.93610329132797,-87.65420562469211,60657,LfQ1uwVQaUIgRENAZUz_1w
520,La Biznaga 2,5.0,,36,"['3555 N Broadway', 'Chicago, IL 60657']",41.94713257782274,-87.64689158424802,60657,GLF1TKJ9Qyr67prQIRfquA
521,Rice'N Bread,4.5,$$,367,"['3435 N Sheffield Ave', 'Chicago, IL 60657']",41.944598777570256,-87.65411042932935,60657,xiMMZSi06MXtvUoKd63iFQ
522,Matisse Tavern & Grill,4.5,$$,136,"['674 West Diversey Pkwy', 'Chicago, IL 60614']",41.93302,-87.64649,60614,GYLD2PapaQ69-3P3rOLL5A
523,Strings Ramen - Lakeview,4.0,$$,416,"['919 W Belmont Ave', 'Chicago, IL 60657']",41.93977,-87.65227,60657,RhBrHIjmCD6B0Yvw7MxhMA
524,BIG & little's Restaurant,4.0,$$,938,"['1034 W Belmont Ave', 'Chicago, IL 60657']",41.9400472330334,-87.6555045423279,60657,LmOCyxWKENwQRlixDlObqw
525,"Cheba Hut ""Toasted"" Subs",5.0,,12,"['3412 N Sheffield Ave', 'Chicago, IL 60657']",41.943855,-87.65446,60657,vG90iqWf0FkWIZw4xuRvRw
526,Momo Factory,4.5,$$,59,"['3202 N Broadway', 'Chicago, IL 60657']",41.94023054989601,-87.6445451432101,60657,qnnr26-dkiucGPBCaA-4bA
527,Coda Di Volpe,4.0,$$$,366,"['3335 N Southport Ave', 'Chicago, IL 60657']",41.94265,-87.66354,60657,LHoOSCq8biQUrJnA2tcg_g
528,Crosby's Kitchen,4.0,$$,898,"['3455 N Southport Ave', 'Chicago, IL 60657']",41.94508,-87.66357,60657,IgiFxgUFR9BDnQ9PeGHaEA
529,DMK Burger Bar,4.0,$$,2001,"['2954 N Sheffield Ave', 'Chicago, IL 60657']",41.936055,-87.65411,60657,763ARZeDvQfhXZvkDlKtFw
530,Chicago Bagel Authority,4.0,$,446,"['955 W Belmont Ave', 'Chicago, IL 60657']",41.939794,-87.653737,60657,3pa7dfPBmEF-ceeH02t-0Q
531,Matilda,3.5,$$,348,"['3101 N Sheffield Ave', 'Chicago, IL 60657']",41.938237,-87.653866,60657,bf_caOeh50EvuUwfPSDuNA
532,Mixteco Mexican Grill,4.0,$,195,"['847 W Belmont Ave', 'Chicago, IL 60657']",41.93984845153167,-87.65112504907381,60657,yT_zFvxX5PbDtujibFdEgw
533,D Cuisine,4.5,$$,244,"['2723 N Clark St', 'Chicago, IL 60614']",41.93208,-87.644361,60614,HWwXWszZK5cCLTrKkqvlCA
534,Pescadero Seafood & Oyster Bar,3.5,,49,"['1258 W Belmont Ave', 'Chicago, IL 60657']",41.94009,-87.66114,60657,N-GyZ1nq8DPxPSuL4YX9EA
535,Mortar & Pestle,4.0,$$,526,"['3108 N Broadway St', 'Chicago, IL 60657']",41.93806,-87.64464,60657,FNXQQX_Tz9fGtLI3t-1sFQ
536,Broken Barrel Bar,4.0,$$,163,"['2548 N Southport Ave', 'Chicago, IL 60614']",41.9284262,-87.6636071,60614,tF07ms-Dxi0Kb-2THaCJUg
537,Ganbeii Asian Fusion,5.0,$$,64,"['2439 N Clark St', 'Chicago, IL 60614']",41.926632,-87.640901,60614,NW5y0ucFM48qdbuAPKqu1A
538,Wake ‘n Bacon,4.0,$$,246,"['420 W Belmont Ave', 'Chicago, IL 60657']",41.94045,-87.64044,60657,nnP8axu680aDGPdQ4TuSkA
539,BITES asian kitchen + bar,4.0,$$,649,"['3313 N Clark St', 'Chicago, IL 60657']",41.94221,-87.65209,60657,hOyngb1XVmt85qpNHhRWFQ
540,Mia Francesca,4.0,$$,736,"['3311 N Clark St', 'Chicago, IL 60657']",41.9422051703282,-87.65216589596619,60657,6PQTqW9j-sriDBQyQCJbjw
541,The Gundis,4.5,$$,464,"['2909 N Clark St', 'Chicago, IL 60657']",41.9350992,-87.646744,60657,qXpvnq1EJ27iuoghG5A4-g
542,Tango Sur,4.0,$$$,2442,"['3763 N Southport Ave', 'Chicago, IL 60613']",41.9507843879442,-87.6639031774259,60613,uyUKtGWLYgu-RLjlNImy0A
543,Zazas Pizzeria,5.0,,64,"['3037 N Clark St', 'Chicago, IL 60657']",41.93742,-87.6483,60657,Mud-L2vMAtmvWpjo3tDvaA
544,The Fat Shallot - Lincoln Park,4.5,$$,130,"['2468 N Clark St', 'Chicago, IL 60603']",41.92733,-87.64201,60603,CKLQVlYIpZXiuuo4UoCdCw
545,Musashiya Ramen,4.5,,44,"['2938 N Broadway St', 'Chicago, IL 60657']",41.93608,-87.64456,60657,CxsekdiR3x54Lty8wrne2Q
546,The Graystone Tavern,4.0,$$,89,"['3441 N Sheffield Ave', 'Chicago, IL 60657']",41.9447779,-87.6539943,60657,ogpUWakOljukHV2O7A9ulQ
547,Lucky Strike - Wrigleyville,3.5,,73,"['1027 W Addison St', 'Chicago, IL 60613']",41.94693,-87.65547,60613,ufmwakGC4hRwywnrDXgk1Q
548,Nola Bar & Kitchen,4.0,$$,128,"['3481 N Clark St', 'Chicago, IL 60657']",41.9456953,-87.6550152,60657,otNL_e7mtLqaihbHeB4AYA
549,DryHop Brewers,4.0,$$,807,"['3155 N Broadway', 'Chicago, IL 60657']",41.9392443174878,-87.6442063962951,60657,TAueIovlJFslHSVEfnAaaA
550,Barcocina - Chicago,3.5,$$,756,"['2901 N Sheffield Ave', 'Chicago, IL 60657']",41.9347,-87.65359,60657,RgpoozkoQk16k0Qb2JnUKQ
551,Kim's Korean Cuisine and Sushi,5.0,,42,"['3422 N Broadway', 'Chicago, IL 60657']",41.94398,-87.64537,60657,9VjA3OhPq6jbtliLL3Z-DA
552,Agave Antojeria,5.0,,5,"['947 W Wellington Ave', 'Chicago, IL 60657']",41.9361,-87.65367,60657,qvj2Lho5xuymCy_7NrAe3g
553,Will's Northwoods Inn,4.5,$$,305,"['3030 N Racine St', 'Chicago, IL 60657']",41.937251,-87.65903,60657,Ifk2tTefkmj9apIZOYyuBw
554,Bounmy,4.0,$$,41,"['3207 N Halsted St', 'Chicago, IL 60657']",41.9402571067569,-87.64913,60657,IVmJahLjxzsw9Q6h6IJCDQ
555,Swift & Son's Tavern,3.5,,64,"['3600 N Clark St', 'Chicago, IL 60613']",41.947296,-87.656728,60613,-2l4IEiHcppZwqQ6HNIi_Q
556,Cozy Noodles & Rice,4.0,$$,1154,"['3456 N Sheffield Ave', 'Chicago, IL 60657']",41.9452487,-87.654386,60657,Gl3QRXeJI8JGtGdCfHp8Dg
557,Avli Taverna,4.0,$$,197,"['1335 W Wrightwood Ave', 'Chicago, IL 60614']",41.9286,-87.66236,60614,vUvsJmWQDM6XQJIpg5Br_Q
558,Black & Caspian,4.0,,65,"['2908 N Broadway', 'Chicago, IL 60657']",41.93521,-87.6444,60657,PVCt3f_uQ6cm2mHLFmpNJg
559,Rollapalooza,4.5,$$,479,"['3344 N Halsted St', 'Chicago, IL 60657']",41.94314,-87.64972,60657,lncS2kRoXSJ7unM-TaBZCw
560,Sochi Saigon Kitchen,4.5,,54,"['1358 W Belmont Ave', 'Chicago, IL 60657']",41.940026652688616,-87.663398964418,60657,nHiQ7H4nKzYmoDDy9ZI0aQ
561,Banh Mi,4.0,$,330,"['3227 N Clark St', 'Chicago, IL 60657']",41.94072,-87.65107,60657,YmjFqRAKsORKGTbtwvFW_A
562,Maison Parisienne,4.5,$$,236,"['3307 N Clark St', 'Chicago, IL 60657']",41.94209,-87.65199,60657,5jbqjzdcQR9jNBTsmX8Xog
563,Joy's Noodles & Rice,4.0,$$,930,"['3257 N Broadway', 'Chicago, IL 60657']",41.941753,-87.644134,60657,xNbjv2XaKt0ZATscozZsAg
564,Recanto Brazilian Grill,4.5,,13,"['928 W Belmont Ave', 'Chicago, IL 60657']",41.940172,-87.652664,60657,sfO5YG0YaK0bTJuAnrbCfA
565,bopNgrill Belmont,4.0,$$,219,"['921 W Belmont Ave', 'Chicago, IL 60657']",41.9399377250105,-87.6523802644181,60657,mxpOEv34XR2DrjjGBrSYxQ
566,Naudi Signature Pizza,5.0,,30,"['926 W Diversey Pkwy', 'Chicago, IL 60614']",41.932851,-87.652434,60614,fBe0G4dYB5dw4UpnG1DJhA
567,Nori & Wasabi,5.0,,77,"['3109 N Halsted St', 'Chicago, IL 60657']",41.93822,-87.64902,60657,1eDnD3CN9jLydSugYIO50w
568,Crispy Chicks,4.5,,14,"['3445 N Halsted', 'Chicago, IL 60657']",41.944995,-87.649158,60657,cmxIIO4qcc5G0MdZbViHNA
569,Sila's Mediterranean Restaurant,4.5,,20,"['3112 N Broadway', 'Chicago, IL 60657']",41.93817058687007,-87.6444688,60657,5YtLXPKNx7DOVJc2YKhnww
570,Tied House,3.5,$$$,177,"['3157 N Southport Ave', 'Chicago, IL 60657']",41.93958,-87.66342,60657,4V0Qwxhu0dZTF-IjRBOZIg
571,The Monkey's Paw,4.0,$$,256,"['2524 N Southport Ave', 'Chicago, IL 60614']",41.927818,-87.663743,60614,MPWQAGiEqvnI8uxzJFND8w
572,"The Chicago Diner, Lakeview",4.0,$$,2185,"['3411 N Halsted St', 'Chicago, IL 60657']",41.9440163,-87.6491359,60657,o54U2VkQama8FI30qDkWvw
573,Devil Dawgs - Lakeview,4.0,$,61,"['937 W Belmont Ave', 'Chicago, IL 60657']",41.93973,-87.653076,60657,yw7m1eUZIr4U5pxd_jkE9w
574,Smylie Brothers Brewing,3.5,$$,39,"['3827 N Broadway', 'Chicago, IL 60613']",41.952187481836894,-87.64948719595886,60613,VPzIlYA4-f5zh0oHxGA5RQ
575,11 Degrees North,5.0,$,217,"['824 W Belmont Ave', 'Chicago, IL 60657']",41.9400605,-87.6503407,60657,fPlA_n18OTA09KiF8j0qXg
576,Hops & Curds,4.5,$$,28,"['2470 N Lincoln Ave', 'Chicago, IL 60614']",41.926839,-87.651058,60614,iuB9l1XNNgfcqZiFn7r8pg
577,George Street Pub,4.0,$$,303,"['2858 N Halsted St', 'Chicago, IL 60657']",41.934423432184,-87.6493073,60657,UTm_Icm3EZHeTKMzEBjIEw
578,Trader Todd's,3.0,$$,389,"['3216 N Sheffield Ave', 'Chicago, IL 60657']",41.9404521,-87.6543655,60657,DJreayUF7JFCp6CJSaJWdQ
579,Sushi + Rotary Sushi Bar - Boystown,4.5,$$,503,"['3219 North Broadway', 'Chicago, IL 60657']",41.9403536,-87.6442751,60657,48BPQ2YVWr8PkNJSekh5pA
580,Chengdu Impression,4.0,$$,676,"['2545 N Halsted St', 'Chicago, IL 60614']",41.9286079,-87.648514,60614,3NV3TTsKGqW1WEbEQv_yBA
581,Angelina Ristorante,4.0,$$,784,"['3561 N Broadway St', 'Chicago, IL 60657']",41.947146362475,-87.6469336269836,60657,aSxxfNO_647MtX8zc6vhOg
582,Frasca Pizzeria and Wine Bar,4.0,$$,766,"['3358 N Paulina St', 'Chicago, IL 60657']",41.9430502,-87.6713149,60657,tntGxmQJyv8ZomQJ5Z14BQ
583,PR Italian Bistro,4.0,$$,755,"['3908 N Sheridan Rd', 'Chicago, IL 60613']",41.953063,-87.654755,60613,tL8lLGQaAnKb9I7a0vsGtg
584,Breakfast House,4.5,$$,186,"['3001 N Ashland Ave', 'Chicago, IL 60657']",41.93616,-87.66814,60657,M6Z0Pe_eaEjYhPN8VhP2YQ
585,Barangaroos Aussie Pies,4.5,,74,"['3208 N Sheffield Ave', 'Chicago, IL 60657']",41.94031,-87.6545,60657,JxnU82t8fhlwjNOZek61Ag
586,Irie Jerk Bar and Grill,4.0,$$,257,"['3404 N Clark St', 'Chicago, IL 60657']",41.9436699519027,-87.6539700105786,60657,Oj_G0KyHdReWB2HvficqPA
